,Internal ID,Item Name,UPC Code,Bin Number,Bin OnHand,Bin Available,Bin Location,Item Status,Average Cost,Average Cost Per Bin,Subsidiary,Item Type,Inactive
4314,13510,GLCD : 25274,,A20-D-126,768.0,768.0,MC-PW,DISCONTINUED 1/2020,1.03837676,797.4730000000001,PW,Inventory Item,No
10713,37566,REFD04Z,647658032023,A20-D-127,63.0,63.0,MC-PW,WEB/AMAZON ,5.54780664,349.51199999999994,PW,Assembly/Bill of Materials,No
9520,31306,NFD1508,647658024356,A20-D-128,312.0,312.0,MC-PW,CUSTOM ITEM MEIJER,4.08348597,1274.048,PW,Assembly/Bill of Materials,No
4871,32795,GLCD : 25870,,A20-D-129,144.0,144.0,MC-PW,CURRENT,0.91727953,132.088,PW,Inventory Item,No
5018,37045,GLCD : 26020,,A20-D-129,1200.0,1200.0,MC-PW,FIREFLY SPRING 2021,0.93387712,1120.653,PW,Inventory Item,No
709,6509,CARTONS : 50406,,A20-D-130,12600.0,12600.0,MC-PW,Current,0.07979339,1005.3969999999999,PW,Inventory Item,No
1916,18124,CERAMIC : 36238,,A20-D-131,336.0,336.0,MC-PW,PW SPRING 2018,1.84634167,620.371,PW,Inventory Item,No
10624,5139,RBFD : 20078,,A20-D-132,1280.0,1280.0,MC-PW,Current,0.65199811,834.558,PW,Inventory Item,No
5099,5138,GLFD : 25105,,A20-D-132,1280.0,1280.0,MC-PW,Current,0.50146512,641.875,PW,Inventory Item,No
10783,7469,RJ806Z,647658386584,A20-D-133,72.0,72.0,MC-PW,WEB/AMAZON ,4.43601594,319.393,PW,Assembly/Bill of Materials,No
12281,33672,WA1202Z,647658020709,A20-D-134,8.0,8.0,MC-PW,WEB/AMAZON ,6.01490909,48.119,PW,Assembly/Bill of Materials,No
10625,5139,RBFD : 20078,,A20-D-135,496.0,496.0,MC-PW,Current,0.65199811,323.39099999999996,PW,Inventory Item,No
5100,5138,GLFD : 25105,,A20-D-135,496.0,496.0,MC-PW,Current,0.50146512,248.727,PW,Inventory Item,No
10708,37565,REFD03Z,647658032016,A20-D-136,54.0,54.0,MC-PW,WEB/AMAZON ,6.09073099,328.899,PW,Assembly/Bill of Materials,No
10457,16832,RBCD : 20083,,A20-D-137,1512.0,1512.0,MC-PW,INACTIVE,0.4756694,719.212,PW,Inventory Item,No
11253,23096,TCB36219,647658015712,A20-D-138,504.0,504.0,MC-PW,CURRENT  TCB,1.45857923,735.1239999999999,PW,Assembly/Bill of Materials,No
4424,16626,GLCD : 25389,,A20-D-139,3462.0,3462.0,MC-PW,Discontinued,0.89,3081.18,PW,Inventory Item,No
8653,14168,MISC. : 50622,,A20-D-139,3462.0,3462.0,MC-PW,Current,0.27348934,946.82,PW,Inventory Item,No
10633,6894,RBFD : 20080,,A20-D-140,1152.0,1152.0,MC-PW,DISCONTINUED 6/2020,0.67959219,782.89,PW,Inventory Item,No
5073,4164,GLFD : 25070,,A20-D-140,1152.0,1152.0,MC-PW,INACTIVE,0.53953923,621.549,PW,Inventory Item,No
3174,24882,FH0802,647658018478,A20-D-141,56.0,56.0,MC-PW,CURRENT,3.46347181,193.954,PW,Assembly/Bill of Materials,No
11254,23096,TCB36219,647658015712,A20-D-141,144.0,144.0,MC-PW,CURRENT  TCB,1.45857923,210.035,PW,Assembly/Bill of Materials,No
10048,35804,PDFD10Z,647658025506,A20-D-142,129.0,129.0,MC-PW,WEB/AMAZON ,4.60035363,593.446,PW,Assembly/Bill of Materials,No
10752,7466,RJ803Z,647658111568,A20-D-144,147.0,147.0,MC-PW,WEB/AMAZON ,4.27120915,627.868,PW,Assembly/Bill of Materials,No
1367,31248,CARTONS : 51073,,A20-D-145,677.0,677.0,MC-PW,CURRENT,0.59,399.43,PW,Inventory Item,No
1378,36843,CARTONS : 51077,,A20-D-146,270.0,270.0,MC-PW,CURRENT,1.03,278.1,PW,Inventory Item,No
765,12642,CARTONS : 50532,,A20-D-147,183.0,183.0,MC-PW,Current,0.61,111.63,PW,Inventory Item,No
11922,7438,TRL01Z,647658006970,A20-D-148,252.0,252.0,MC-PW,WEB/AMAZON ,1.90367448,479.726,PW,Assembly/Bill of Materials,No
5362,16900,JB85-1057,812442024229,A20-D-149,1128.0,1128.0,MC-INK,DISCONTINUED 6/2019,2.19277699,2473.452,INK,Inventory Item,No
4486,18105,GLCD : 25458,,A20-D-150,1584.0,1584.0,MC-PW,INACTIVE,1.00146111,1586.3139999999999,PW,Inventory Item,No
1985,20262,CERAMIC : 36305,,A20-D-151,336.0,336.0,MC-PW,PADDYWAX FALL 2018,1.60188636,538.234,PW,Inventory Item,No
3963,32177,GF5621,817636018862,A20-D-152,1770.0,1770.0,MC-ONV,Current,1.57181341,2782.11,ONV,Assembly/Bill of Materials,No
4755,29088,GLCD : 25800,,A20-D-153,2472.0,2472.0,MC-PW,CUSTOM ORDER ITEM WHOLE FOODS,0.75766994,1872.96,PW,Inventory Item,No
9620,29471,NFF1203,647658021744,A20-D-154,508.0,508.0,MC-PW,CUSTOM ITEM MEIJER,3.33232595,1692.8220000000001,PW,Assembly/Bill of Materials,No
1155,22159,CARTONS : 50875,,A20-D-155,1200.0,1200.0,MC-PW,DISCONTINUED 12/2019,0.13016172,156.194,PW,Inventory Item,No
10815,27766,RJ814Z,647658014579,A20-D-156,132.0,132.0,MC-PW,WEB/AMAZON ,4.56921415,603.136,PW,Assembly/Bill of Materials,No
9785,6802,NLP1204,647658003139,A20-D-157,328.0,328.0,MC-PW,PLAN-A-GRAM,3.69652919,1212.462,PW,Assembly/Bill of Materials,No
1890,16925,CERAMIC : 36223,,A20-D-158,552.0,552.0,MC-PW,DISCONTINUED 12/20/2020,1.10129167,607.913,PW,Inventory Item,No
11414,16817,TINS : 30196,,A20-D-159,1008.0,1008.0,MC-PW,Current,1.73600134,1749.889,PW,Inventory Item,No
3,15637,25201,,A20-D-160,3240.0,3240.0,MC-ONV,Current,0.39116652,1267.38,ONV,Assembly/Bill of Materials,No
1661,12682,CERAMIC : 36118,,A20-D-161,480.0,480.0,MC-PW,Discontinued,3.11956944,1497.3929999999998,PW,Inventory Item,No
1683,12685,CERAMIC : 36121,,A20-D-161,240.0,240.0,MC-PW,Discontinued,2.15051339,516.123,PW,Inventory Item,No
4506,20259,GLCD : 25508,,A20-D-162,1800.0,1800.0,MC-PW,Custom Order Item,0.55262641,994.7280000000001,PW,Inventory Item,No
4,15637,25201,,A20-D-163,3204.0,3204.0,MC-ONV,Current,0.39116652,1253.298,ONV,Assembly/Bill of Materials,No
1845,16827,CERAMIC : 36206,,A20-D-164,936.0,936.0,MC-PW,DISCONTINUED 12/2019,1.53762821,1439.22,PW,Inventory Item,No
12255,34675,VSW0811CP,647658026657,A20-D-165,480.0,480.0,MC-PW,CUSTOM ORDER ITEM CPWM,2.99795643,1439.019,PW,Assembly/Bill of Materials,No
4615,26432,GLCD : 25652D,,A20-D-166,3984.0,3984.0,MC-PW,INACTIVE,0.57865664,2305.368,PW,Inventory Item,No
11755,26292,TJDP80P-2063PG,812442026308,A20-D-167,200.0,200.0,MC-INK,INACTIVE 8/20,3.3426919,668.538,INK,Inventory Item,No
4616,26432,GLCD : 25652D,,A20-D-168,3984.0,3984.0,MC-PW,INACTIVE,0.57865664,2305.368,PW,Inventory Item,No
10458,16832,RBCD : 20083,,A20-D-169,432.0,432.0,MC-PW,INACTIVE,0.4756694,205.489,PW,Inventory Item,No
8564,17959,MISC : 50455,,A20-D-170,672.0,672.0,MC-ONV,INACTIVE,1.22864266,825.648,ONV,Inventory Item,No
4726,28618,GLCD : 25778,,A20-D-171,312.0,312.0,MC-PW,CUSTOM ITEM SPROUTS,1.49742188,467.19599999999997,PW,Inventory Item,No
11415,16817,TINS : 30196,,A20-D-172,490.0,490.0,MC-PW,Current,1.73600134,850.6410000000001,PW,Inventory Item,No
5587,17512,JD892-2193,812442025202,A20-D-173,960.0,960.0,MC-INK,CUSTOM ITEM HARRIS TEETER,2.54692992,2445.053,INK,Inventory Item,No
11856,29618,TMW85-1001PG,812442032347,A20-D-174,1440.0,1440.0,MC-INK,INACTIVE WALMART 2020 OUT OF DATE,2.0670764,2976.59,INK,Inventory Item,No
12992,34844,WPCRV0804,647658028538,A20-D-175,99.0,99.0,MC-PW,FIREFLY SPRING 2020,6.92476027,685.551,PW,Assembly/Bill of Materials,No
5016,37044,GLCD : 26019,,A20-D-176,1200.0,1200.0,MC-PW,FIREFLY SPRING 2021,0.9713065000000001,1165.568,PW,Inventory Item,No
4042,7422,GL02Z,647658333007,A20-D-177,240.0,240.0,MC-PW,WEB/AMAZON ,4.70709753,1129.703,PW,Assembly/Bill of Materials,No
8557,17525,MISC : 50426,,A20-D-178,600.0,600.0,MC-ONV,Current,1.12184772,673.1089999999999,ONV,Inventory Item,No
4759,29354,GLCD : 25802,,A20-D-179,1104.0,1104.0,MC-PW,CUSTOM ITEM MEIJER,0.80582428,889.63,PW,Inventory Item,No
4753,29087,GLCD : 25799,,A20-D-180,1632.0,1632.0,MC-PW,CUSTOM ORDER ITEM WHOLE FOODS,0.6963630999999999,1136.465,PW,Inventory Item,No
1910,18119,CERAMIC : 36234,,A20-D-181,696.0,696.0,MC-PW,PW SPRING 2018,1.68625,1173.63,PW,Inventory Item,No
3964,32177,GF5621,817636018862,A20-D-182,1578.0,1578.0,MC-ONV,Current,1.57181341,2480.322,ONV,Assembly/Bill of Materials,No
11417,16818,TINS : 30197,,A20-D-183,1008.0,1008.0,MC-PW,Current,1.35972321,1370.601,PW,Inventory Item,No
612,4640,CARTONS : 50246,,A20-D-184,1440.0,1440.0,MC-PW,Discontinued,0.39259028,565.33,PW,Inventory Item,No
9521,31306,NFD1508,647658024356,A20-D-185,336.0,336.0,MC-PW,CUSTOM ITEM MEIJER,4.08348597,1372.0510000000002,PW,Assembly/Bill of Materials,No
2834,36105,EG15Z,647658023595,A20-D-186,254.0,254.0,MC-PW,WEB/AMAZON ,4.80842105,1221.339,PW,Assembly/Bill of Materials,No
11931,33887,TRL06Z,647658998749,A20-D-187,84.0,84.0,MC-PW,WEB/AMAZON ,2.19710145,184.55700000000002,PW,Assembly/Bill of Materials,No
990,17336,CARTONS : 50781,,A20-D-188,8000.0,8000.0,MC-PW,Current,0.13632178,1090.5739999999998,PW,Inventory Item,No
1397,36846,CARTONS : 51079,,A20-D-189,120.0,120.0,MC-PW,CURRENT,1.13,135.6,PW,Inventory Item,No
1926,18149,CERAMIC : 36250,,A20-D-190,1344.0,1344.0,MC-PW,PADDYWAX SPRING 2018,1.63455357,2196.84,PW,Inventory Item,No
4999,35522,GLCD : 25994,,A20-D-191,549.0,549.0,MC-PW,FIREFLY FALL 2020,0.89195415,489.68300000000005,PW,Inventory Item,No
2078,31373,CERAMIC : 36422,,A20-D-192,144.0,144.0,MC-PW,CURRENT,1.79681176,258.741,PW,Inventory Item,No
4507,20259,GLCD : 25508,,A20-D-193,1620.0,1620.0,MC-PW,Custom Order Item,0.55262641,895.255,PW,Inventory Item,No
5113,12976,GLFD : 25269,,A20-D-195,2448.0,2448.0,MC-PW,Discontinued PW 6-2018,0.48,1175.04,PW,Inventory Item,No
10765,7467,RJ804Z,647658111575,A20-D-196,85.0,85.0,MC-PW,WEB/AMAZON ,4.57963542,389.269,PW,Assembly/Bill of Materials,No
202,34043,APD1201Z,647658014630,A20-D-197,75.0,75.0,MC-PW,WEB/AMAZON ,2.55407895,191.55599999999998,PW,Assembly/Bill of Materials,No
12812,34820,WPCCR0802,647658028309,A20-D-198,316.0,316.0,MC-PW,FIREFLY FALL 2020,6.93964689,2192.928,PW,Assembly/Bill of Materials,No
7080,5228,LABHP : 10584,,A20-D-199,36.0,36.0,MC-PW,Discontinued,0.09,3.24,PW,Inventory Item,No
991,17336,CARTONS : 50781,,A20-D-199-02,561.0,561.0,MC-PW,Current,0.13632178,76.477,PW,Inventory Item,No
4791,31169,GLCD : 25823,,A20-D-200,672.0,672.0,MC-PW,CUSTOM ITEM MEIJER,1.18899054,799.002,PW,Inventory Item,No
4555,21463,GLCD : 25566,,A20-D-201,108.0,108.0,MC-PW,DISCONTINUED 12/2019,1.11,119.88,PW,Inventory Item,No
5187,28648,HY0506,647658020990,A20-D-201-02,9.0,9.0,MC-PW,DISCONTINUED 6/2020,3.27630751,29.487,PW,Assembly/Bill of Materials,No
3965,32177,GF5621,817636018862,A20-D-202,1770.0,1770.0,MC-ONV,Current,1.57181341,2782.11,ONV,Assembly/Bill of Materials,No
5168,28680,HD0301,647658020600,A20-D-203,5.0,5.0,MC-PW,CURRENT,1.763125,8.816,PW,Assembly/Bill of Materials,No
13570,34931,WPDSR1253,647658029139,A20-D-203-02,18.0,18.0,MC-PW,FIREFLY SPRING 2021,5.88166667,105.87,PW,Assembly/Bill of Materials,No
776,13097,CARTONS : 50574,,A20-D-204,2025.0,2025.0,MC-PW,Current,0.15756098,319.061,PW,Inventory Item,No
8630,7204,MISC. : 50493,,A20-D-205,160.0,160.0,MC-PW,Current,0.26182611,41.891999999999996,PW,Inventory Item,No
12271,28704,WA0303,647658020761,A20-D-205,2.0,2.0,MC-PW,CURRENT,2.79054054,5.581,PW,Assembly/Bill of Materials,No
11994,17170,UR0805NO,647658115764,A20-D-205-02,12.0,12.0,MC-PW,INACTIVE,3.2425,38.91,PW,Assembly/Bill of Materials,No
3026,28464,FBCD : 16739,,A20-D-206,5400.0,5400.0,MC-PW,INACTIVE,0.32127963,1734.91,PW,Inventory Item,No
139,26459,AGL-1805,812442031234,A20-D-207,9.0,9.0,MC-INK,Discontinued,4.46972603,40.228,INK,Inventory Item,No
5171,28683,HD0303,647658020624,A20-D-207,3.0,3.0,MC-PW,CURRENT,1.71,5.13,PW,Assembly/Bill of Materials,No
102,20089,80012,,A20-D-207-02,4.0,4.0,MC-ONV,Current,4.90279507,19.611,ONV,Assembly/Bill of Materials,No
2055,28735,CERAMIC : 36400,,A20-D-208,864.0,864.0,MC-PW,CURRENT,1.05265723,909.4960000000001,PW,Inventory Item,No
13536,34901,WPDSR1223,647658028835,A20-D-211,9.0,9.0,MC-PW,FIREFLY SPRING 2021,4.92827586,44.354,PW,Assembly/Bill of Materials,No
13534,34898,WPDSR1220,647658028804,A20-D-211,9.0,9.0,MC-PW,FIREFLY SPRING 2021,4.52,40.68,PW,Assembly/Bill of Materials,No
470,14905,BOX : 16077,,A20-D-211-02,1200.0,1200.0,MC-ONV,Current,0.24499167,293.99,ONV,Inventory Item,No
13537,34901,WPDSR1223,647658028835,A20-D-211-02,20.0,20.0,MC-PW,FIREFLY SPRING 2021,4.92827586,98.566,PW,Assembly/Bill of Materials,No
3966,32177,GF5621,817636018862,A20-D-212,1746.0,1746.0,MC-ONV,Current,1.57181341,2744.386,ONV,Assembly/Bill of Materials,No
13533,34897,WPDSR1219,647658028798,A20-D-213,7.0,7.0,MC-PW,FIREFLY SPRING 2021,4.97857143,34.85,PW,Assembly/Bill of Materials,No
4269,7228,GLCD : 25245,,A20-D-213-02,63.0,63.0,MC-PW,Custom Order Item,0.76172113,47.988,PW,Inventory Item,No
11963,14408,TVRD0806,647658011479,A20-D-213-02,4.0,4.0,MC-PW,Discontinued Target,2.83,11.32,PW,Assembly/Bill of Materials,No
9786,6802,NLP1204,647658003139,A20-D-214,272.0,272.0,MC-PW,PLAN-A-GRAM,3.69652919,1005.456,PW,Assembly/Bill of Materials,No
13545,34906,WPDSR1228,647658028880,A20-D-215,11.0,11.0,MC-PW,FIREFLY SPRING 2021,4.28133333,47.095,PW,Assembly/Bill of Materials,No
1885,16924,CERAMIC : 36222,,A20-D-215-02,36.0,36.0,MC-PW,DISCONTINUED 12/20/2020,1.05368421,37.933,PW,Inventory Item,No
13524,34890,WPDSR1212,647658028729,A20-D-215-02,11.0,11.0,MC-PW,FIREFLY SPRING 2021,4.47425068,49.217,PW,Assembly/Bill of Materials,No
12425,18349,WAX&WICK : 24085,,A20-D-216,2000.0,2000.0,MC-PW,Current,0.039472,78.944,PW,Inventory Item,No
2597,26434,DUSTCOVER : 16705D,,A20-D-217,5200.0,5200.0,MC-PW,INACTIVE,0.05019808,261.03,PW,Inventory Item,No
2598,26435,DUSTCOVER : 16706D,,A20-D-217,2200.0,2200.0,MC-PW,INACTIVE,0.0502,110.44,PW,Inventory Item,No
2595,26433,DUSTCOVER : 16704D,,A20-D-217-02,5200.0,5200.0,MC-PW,INACTIVE,0.05019808,261.03,PW,Inventory Item,No
2601,26438,DUSTCOVER : 16709D,,A20-D-217-02,5200.0,5200.0,MC-PW,INACTIVE,0.05019808,261.03,PW,Inventory Item,No
4635,24880,GLCD : 25673,,A20-D-218,1620.0,1620.0,MC-PW,PADDYWAX SPRING 2019,0.95052902,1539.8570000000002,PW,Inventory Item,No
144,26462,AGS-1805,812442031579,A20-D-219,9.0,9.0,MC-INK,Discontinued,3.06055556,27.545,INK,Inventory Item,No
1805,15522,CERAMIC : 36184,,A20-D-219-02,336.0,336.0,MC-PW,Current,1.00649932,338.184,PW,Inventory Item,No
5132,33736,GLFD : 25877,,A20-D-220,768.0,768.0,MC-PW,CURRENT,1.17166667,899.84,PW,Inventory Item,No
8543,18535,MB0501JC,647658115306,A20-D-221,4.0,4.0,MC-PW,Discontinued,2.79,11.16,PW,Assembly/Bill of Materials,No
595,4547,CARTONS : 50235,,A20-D-221-02,165.0,165.0,MC-PW,Current,0.8115971,133.914,PW,Inventory Item,No
8568,23025,MISC : 50900,,A20-D-222,2456.0,2456.0,MC-PW,CUSTOM TARGET FALL 18,0.17832248,437.96,PW,Inventory Item,No
8567,23024,MISC : 50899,,A20-D-222,1808.0,1808.0,MC-PW,CUSTOM TARGET FALL 18,0.16941925,306.31,PW,Inventory Item,No
999,17393,CARTONS : 50791,,A20-D-223,3200.0,3200.0,MC-PW,Discontinued PW 6-2018,0.05,160.0,PW,Inventory Item,No
203,34043,APD1201Z,647658014630,A20-D-225,2.0,2.0,MC-PW,WEB/AMAZON ,2.55407895,5.1080000000000005,PW,Assembly/Bill of Materials,No
12266,16266,VWH1227BB,647658116662,A20-D-225-02,60.0,60.0,MC-PW,Custom Order Item,3.09116667,185.47,PW,Assembly/Bill of Materials,No
258,7345,APG806Z,647658387482,A20-D-226,60.0,60.0,MC-PW,WEB/AMAZON ,4.33992355,260.395,PW,Assembly/Bill of Materials,No
4153,2557,GLCD : 25004,,A20-D-227-02,359.0,359.0,MC-PW,Current,1.44105495,517.339,PW,Inventory Item,No
11466,33103,TINS : 30232,,A20-D-228,2664.0,2664.0,MC-PW,CURRENT,0.89699324,2389.59,PW,Inventory Item,No
1907,18117,CERAMIC : 36232,,A20-D-229,6.0,6.0,MC-PW,PW SPRING 2018,1.24856263,7.4910000000000005,PW,Inventory Item,No
1908,18117,CERAMIC : 36232,,A20-D-229-02,192.0,192.0,MC-PW,PW SPRING 2018,1.24856263,239.72400000000002,PW,Inventory Item,No
1635,5262,CERAMIC : 36041,,A20-D-230,1152.0,1152.0,MC-PW,Discontinued,1.90828,2198.339,PW,Inventory Item,No
11144,21958,ST0703,647658014142,A20-D-231,44.0,44.0,MC-PW,DISCONTINUED 12/20/2020,4.13516807,181.947,PW,Assembly/Bill of Materials,No
12003,18416,UR1202LT,647658006499,A20-D-231-02,60.0,60.0,MC-PW,INACTIVE,3.14816667,188.89,PW,Assembly/Bill of Materials,No
1636,5262,CERAMIC : 36041,,A20-D-232,1152.0,1152.0,MC-PW,Discontinued,1.90828,2198.339,PW,Inventory Item,No
4526,20313,GLCD : 25522,,A20-D-233,336.0,336.0,MC-PW,CUSTOM TARGET FALL 18,1.45942982,490.36800000000005,PW,Inventory Item,No
11993,18417,UR0805LT,647658115764,A20-D-233-02,15.0,15.0,MC-PW,INACTIVE,3.39666667,50.95,PW,Assembly/Bill of Materials,No
274,7347,APG808Z,647658389523,A20-D-234,255.0,255.0,MC-PW,WEB/AMAZON ,4.08212023,1040.941,PW,Assembly/Bill of Materials,No
858,15804,CARTONS : 50685,,A20-D-235,300.0,300.0,MC-PW,Current,0.72015952,216.048,PW,Inventory Item,No
9218,18653,NCU45-1005,812442027008,A20-D-235-02,12.0,12.0,MC-INK,Discontinued,1.3425,16.11,INK,Inventory Item,No
1637,5262,CERAMIC : 36041,,A20-D-236,696.0,696.0,MC-PW,Discontinued,1.90828,1328.1629999999998,PW,Inventory Item,No
3189,24884,FH0804,647658018492,A20-D-237,68.0,68.0,MC-PW,CURRENT,3.40101626,231.269,PW,Assembly/Bill of Materials,No
2348,29228,DCVS-1001INK,812442033238,A20-D-237-02,2.0,2.0,MC-PW,DWI,2.65872574,5.317,PW,Assembly/Bill of Materials,No
2301,17667,DBPT-1001,812442024670,A20-D-237-02,25.0,25.0,MC-INK,INACTIVE,1.4404,36.01,INK,Inventory Item,No
10851,27771,RJFD11Z,647658001302,A20-D-238,12.0,12.0,MC-PW,WEB/AMAZON DISCONTINUED,6.03659389,72.439,PW,Assembly/Bill of Materials,No
11606,24217,TJBP85-1031S,812442030473,A20-D-238,22.0,22.0,MC-INK,Current,2.08109756,45.784,INK,Inventory Item,No
11972,17706,UKF-1001,812442024816,A20-D-239,48.0,48.0,MC-INK,INACTIVE,1.39125,66.78,INK,Inventory Item,No
4657,25995,GLCD : 25729,,A20-D-239-02,90.0,90.0,MC-PW,DISCONTINUED 8/2020,0.91366667,82.23,PW,Inventory Item,No
4573,21564,GLCD : 25580,,A20-D-240,720.0,720.0,MC-PW,PADDYWAX FALL 2018,0.64830556,466.78,PW,Inventory Item,No
5515,13786,JD80-2029,812442020047,A30-A-001,648.0,648.0,MC-INK,Discontinued,2.68318889,1738.7060000000001,INK,Inventory Item,No
12158,17177,VMU0402,647658119151,A30-A-002,32.0,32.0,MC-PW,PLAN-A-GRAM,2.689375,86.06,PW,Assembly/Bill of Materials,No
13207,34729,WPDS08078,,A30-A-002,32.0,32.0,MC-PW,CURRENT,3.288125,105.22,PW,Assembly/Bill of Materials,No
13177,32527,WPDS08052,614253980721,A30-A-002,24.0,24.0,MC-PW,CURRENT,3.0268,72.643,PW,Assembly/Bill of Materials,No
13181,32530,WPDS08054,614253980745,A30-A-002,103.0,103.0,MC-PW,CURRENT,3.07281553,316.5,PW,Assembly/Bill of Materials,No
13213,36712,WPDS08084,,A30-A-002,8.0,8.0,MC-PW,CURRENT,4.63,37.04,PW,Assembly/Bill of Materials,No
767,12980,CARTONS : 50558,,A30-A-003,150.0,150.0,MC-PW,Discontinued,1.46,219.0,PW,Inventory Item,No
1319,28858,CARTONS : 51027,,A30-A-004,675.0,675.0,MC-PW,CURRENT,0.54605177,368.585,PW,Inventory Item,No
12159,17177,VMU0402,647658119151,A30-A-004,32.0,32.0,MC-PW,PLAN-A-GRAM,2.689375,86.06,PW,Assembly/Bill of Materials,No
738,6994,CARTONS : 50478,,A30-A-005,675.0,675.0,MC-PW,CUSTOM ITEM URBAN OUTFITTERS,0.526,355.05,PW,Inventory Item,No
5214,15004,HY1505Z,647658009209,A30-A-006,96.0,96.0,MC-PW,WEB/AMAZON ,5.63421488,540.885,PW,Assembly/Bill of Materials,No
9544,31496,NFD1509,647658024851,A30-A-006,4.0,4.0,MC-PW,CUSTOM ITEM MEIJER,4.28260005,17.13,PW,Assembly/Bill of Materials,No
4716,28635,GLCD : 25776,,A30-A-007,540.0,540.0,MC-PW,CURRENT,1.27279978,687.312,PW,Inventory Item,No
11534,22907,TJB751-1001M,812442028746,A30-A-008,120.0,120.0,MC-INK,Discontinued,2.03125,243.75,INK,Inventory Item,No
2770,7374,EG06Z,647658998619,A30-A-009,204.0,204.0,MC-PW,WEB/AMAZON ,4.57263893,932.818,PW,Assembly/Bill of Materials,No
903,16571,CARTONS : 50729,,A30-A-010,1.0,1.0,MC-PW,Pending,0.12,0.12,PW,Inventory Item,No
928,16949,CARTONS : 50742,,A30-A-011,1065.0,1065.0,MC-PW,Current,0.604,643.26,PW,Inventory Item,No
10468,32796,RBCD : 20099,,A30-A-012,540.0,540.0,MC-PW,CURRENT,0.52246778,282.133,PW,Inventory Item,No
9945,15030,PA0304Z,647658011110,A30-A-013,9.0,9.0,MC-PW,WEB/AMAZON DISCONTINUED,2.31444444,20.83,PW,Assembly/Bill of Materials,No
10776,7468,RJ805Z,647658386577,A30-A-013,1.0,1.0,MC-PW,WEB/AMAZON ,4.51875486,4.519,PW,Assembly/Bill of Materials,No
2759,7373,EG05Z,647658998602,A30-A-014,252.0,252.0,MC-PW,WEB/AMAZON ,4.86765574,1226.649,PW,Assembly/Bill of Materials,No
11437,25192,TINS : 30214,,A30-A-015,228.0,228.0,MC-PW,PADDYWAX SPRING 2019,1.37124511,312.644,PW,Inventory Item,No
9577,37551,NFD1511,647658034454,A30-A-016,336.0,336.0,MC-PW,CUSTOM ITEM MEIJER,4.2042622000000005,1412.632,PW,Assembly/Bill of Materials,No
1222,25722,CARTONS : 50952,,A30-A-017,900.0,900.0,MC-PW,CURRENT,0.43249570000000004,389.246,PW,Inventory Item,No
1669,12683,CERAMIC : 36119,,A30-A-018,240.0,240.0,MC-PW,Discontinued,3.09892495,743.742,PW,Inventory Item,No
1690,12686,CERAMIC : 36122,,A30-A-018,240.0,240.0,MC-PW,Discontinued,2.12983607,511.161,PW,Inventory Item,No
597,4550,CARTONS : 50237,,A30-A-019,625.0,625.0,MC-PW,Current,0.38,237.5,PW,Inventory Item,No
9692,34344,NFG1201,647658025551,A30-A-020,24.0,24.0,MC-PW,CUSTOM ITEM MEIJER,4.33876338,104.13,PW,Assembly/Bill of Materials,No
9282,31266,NFD0708,647658024271,A30-A-021,1060.0,1060.0,MC-PW,CUSTOM ITEM MEIJER,2.472569,2620.923,PW,Assembly/Bill of Materials,No
4482,18103,GLCD : 25456,,A30-A-022,1548.0,1548.0,MC-PW,INACTIVE,1.00159407,1550.4679999999998,PW,Inventory Item,No
12204,34591,VS1006,647658026329,A30-A-024,144.0,144.0,MC-PW,PADDYWAX FALL 2020,4.56653114,657.58,PW,Assembly/Bill of Materials,No
12208,35767,VS1006Z,647658026329,A30-A-024,72.0,72.0,MC-PW,WEB/AMAZON ,5.40818653,389.389,PW,Assembly/Bill of Materials,No
651,5317,CARTONS : 50290,,A30-A-025,500.0,500.0,MC-PW,Discontinued,0.94953109,474.76599999999996,ONV,Inventory Item,No
652,5317,CARTONS : 50290,,A30-A-025,500.0,500.0,MC-PW,Discontinued,0.94953109,474.76599999999996,PW,Inventory Item,No
833,15269,CARTONS : 50671,,A30-A-026,420.0,420.0,MC-PW,CUSTOMER TARGET SPRING 2017,0.71175793,298.938,PW,Inventory Item,No
1292,26293,CARTONS : 50976,,A30-A-027,1620.0,1620.0,MC-PW,CUSTOM TARGET C2 SPRING 2019,0.23105719,374.31300000000005,PW,Inventory Item,No
904,16571,CARTONS : 50729,,A30-A-028,1.0,1.0,MC-PW,Pending,0.12,0.12,PW,Inventory Item,No
5000,35522,GLCD : 25994,,A30-A-029,1080.0,1080.0,MC-PW,FIREFLY FALL 2020,0.89195415,963.31,PW,Inventory Item,No
4376,15587,GLCD : 25346,,A30-A-030,2208.0,2208.0,MC-PW,INACTIVE,0.84455239,1864.7720000000002,PW,Inventory Item,No
685,6508,CARTONS : 50405,,A30-A-031,450.0,450.0,MC-PW,Current,0.54513957,245.313,PW,Inventory Item,No
12511,33900,WNSC12001,,A30-A-031,272.0,272.0,MC-PW,CUSTOM FIREFLY,4.15058824,1128.96,PW,Assembly/Bill of Materials,No
8962,14360,ML7328,817636016493,A30-A-032,1704.0,1704.0,MC-ONV,Current,1.07275222,1827.97,ONV,Assembly/Bill of Materials,No
998,17392,CARTONS : 50790,,A30-A-033,1610.0,1610.0,MC-PW,Current,0.14,225.4,PW,Inventory Item,No
